site_area,water_consumption,recycling_rate,utilisation_rate,air_quality_index,issue_resolution_time,resident_count,structure_type_Industrial,structure_type_Mixed-use,structure_type_Residential,resident_group_low,resident_group_medium,resident_group_none,water_consumption_log
3775,5904.0,15,50,57,72,0,False,False,False,False,False,True,8.683554728631462
3986,6487.0,48,86,122,10,280,False,False,True,False,False,False,8.77770959579525
4008,3796.0,37,39,121,49,0,False,False,False,False,False,True,8.241966560231802
839,1000.0,42,71,161,37,0,False,False,False,False,False,True,6.90875477931522
4304,4917.0,42,88,111,1,0,False,False,False,False,False,True,8.500657222776137
1119,2720.0,57,87,78,9,30,False,False,True,True,False,False,7.908754738783246
1468,3359.0,83,66,52,63,0,False,False,False,False,False,True,8.11969625295725
1281,1439.0,38,86,180,36,49,False,False,True,True,False,False,7.272398392570047
4730,5329.0,78,54,89,57,429,False,True,False,False,False,False,8.58110651715989
2348,1636.0,31,75,19,46,223,False,False,True,False,False,False,7.400620577371135
3404,2999.0,67,65,2,52,0,True,False,False,False,False,True,8.006367567650246
1357,2209.0,62,37,27,3,110,False,False,True,False,True,False,7.700747794511798
1536,2137.0,24,55,51,13,148,False,False,True,False,True,False,7.6676260915849905
3722,7632.0,83,96,25,2,0,False,False,False,False,False,True,8.94023623179847
3487,5678.0,84,68,80,4,0,False,False,False,False,False,True,8.644530439877432
4213,3964.0,49,71,177,3,0,True,False,False,False,False,True,8.285261134068948
3416,1973.0,88,47,193,42,188,False,True,False,False,False,False,7.587817219993427
3420,1042.0,63,30,2,1,0,False,False,False,False,False,True,6.949856455000773
2167,2819.0,70,50,196,28,67,False,True,False,False,True,False,7.944492163932159
3272,5301.0,75,70,13,24,186,False,False,True,False,False,False,8.57583938684897
1428,2320.0,80,54,86,9,0,False,False,False,False,False,True,7.749753406274437
2081,1625.0,41,47,12,9,0,False,False,False,False,False,True,7.3938782901077555
2216,1883.0,88,83,134,61,0,False,False,False,False,False,True,7.541152455136308
3343,5207.0,23,78,193,28,0,False,False,False,False,False,True,8.557951183888406
3419,5601.0,17,61,140,21,38,False,True,False,True,False,False,8.630878955820053
4139,4251.0,28,85,47,60,0,False,False,False,False,False,True,8.355144739461839
3859,7574.0,70,43,108,64,0,False,False,False,False,False,True,8.93260863037757
2052,2556.0,36,72,108,51,73,False,True,False,False,True,False,7.846589975291186
2830,5415.0,12,61,184,59,0,False,False,False,False,False,True,8.59711281459211
1498,1550.0,31,59,50,15,0,False,False,False,False,False,True,7.346655163176539
3169,4183.0,21,96,81,6,0,False,False,False,False,False,True,8.339023005744759
2255,1777.0,80,96,123,56,0,False,False,False,False,False,True,7.48324441607385
992,1000.0,61,32,111,13,16,False,False,True,True,False,False,6.90875477931522
3880,5499.0,30,77,141,17,0,True,False,False,False,False,True,8.612503371220562
3646,6572.0,62,40,49,29,314,False,True,False,False,False,False,8.790725628263576
1322,2310.0,70,38,184,63,84,False,False,True,False,True,False,7.745435610274381
3287,3482.0,41,55,105,52,184,False,False,True,False,False,False,8.155649270366002
4667,2381.0,16,70,128,54,70,False,False,True,False,True,False,7.775695749915245
1044,1000.0,26,45,180,15,74,False,False,True,False,True,False,6.90875477931522
3583,3042.0,59,82,48,46,240,False,True,False,False,False,False,8.02059914989697
4553,8297.0,61,40,55,8,0,False,False,False,False,False,True,9.023769800892811
543,1115.0,23,92,106,67,10,False,False,True,True,False,False,7.017506142941256
4098,3539.0,20,67,129,42,47,False,True,False,True,False,False,8.17188200612782
2835,5287.0,86,49,102,30,0,True,False,False,False,False,True,8.573195381531523
3470,4737.0,36,38,93,61,0,False,False,False,False,False,True,8.463370384718731
3253,4601.0,57,93,98,15,58,False,True,False,False,True,False,8.434246270595311
4736,7280.0,87,98,22,53,0,False,False,False,False,False,True,8.893023494394711
3489,4227.0,53,62,65,26,85,False,True,False,False,True,False,8.349484346990128
4288,6542.0,44,76,167,13,0,False,False,False,False,False,True,8.78615105486974
4310,2218.0,44,92,159,66,74,False,False,True,False,True,False,7.704811922932594
2869,6175.0,48,42,169,60,80,False,False,True,False,True,False,8.728426091704613
4698,2029.0,78,98,149,37,140,False,True,False,False,True,False,7.615791072035833
1731,1134.0,30,76,13,9,149,False,False,True,False,True,False,7.034387929915503
2544,2639.0,63,59,44,34,0,False,False,False,False,False,True,7.878534196140362
3015,5065.0,37,38,104,51,25,False,False,True,True,False,False,8.53030683056162
1654,1615.0,17,90,25,33,0,False,False,False,False,False,True,7.38770923908104
3102,5798.0,65,83,2,13,25,False,True,False,True,False,False,8.66544076787644
2626,1055.0,45,68,81,2,0,False,False,False,False,False,True,6.962243464266207
2946,3524.0,85,32,146,48,140,False,True,False,False,True,False,8.16763571524637
734,1219.0,77,38,189,58,22,False,False,True,True,False,False,7.106606137727303
4944,4573.0,39,89,147,45,250,False,False,True,False,False,False,8.428143374582726
1332,1000.0,21,47,11,36,0,True,False,False,False,False,True,6.90875477931522
3279,4461.0,28,96,168,12,31,False,True,False,True,False,False,8.403352374992478
4286,3577.0,73,94,17,45,0,False,False,False,False,False,True,8.182559264068665
591,1000.0,78,52,33,62,41,False,True,False,True,False,False,6.90875477931522
2975,2334.0,87,90,107,7,62,False,False,True,False,True,False,7.755767170102998
1424,2673.0,43,74,83,55,0,True,False,False,False,False,True,7.891330757661889
4122,4911.0,75,45,90,22,347,False,False,True,False,False,False,8.499436469826978
3135,1869.0,85,42,191,60,0,False,False,False,False,False,True,7.533693709848633
3261,1555.0,83,30,90,8,319,False,True,False,False,False,False,7.349873704738337
609,1000.0,83,31,101,42,15,False,True,False,True,False,False,6.90875477931522
3349,2646.0,76,30,8,33,253,False,False,True,False,False,False,7.881182202227102
2447,4292.0,79,74,196,27,109,False,True,False,False,True,False,8.36474106822456
764,1210.0,53,30,121,59,75,False,True,False,False,True,False,7.099201743553092
3673,6172.0,64,66,41,40,284,False,False,True,False,False,False,8.727940222393896
2372,3186.0,28,68,89,6,0,False,False,False,False,False,True,8.066835314417336
2425,1624.0,25,94,84,14,142,False,True,False,False,True,False,7.393263094763838
3199,5557.0,40,66,122,12,0,False,False,False,False,False,True,8.62299361030245
2711,4439.0,79,63,0,69,0,False,False,False,False,False,True,8.39840965542627
2354,4580.0,55,41,200,11,0,False,False,False,False,False,True,8.429672593886743
1809,3233.0,33,44,124,7,175,False,False,True,False,False,False,8.081475040137052
3767,2540.0,67,58,147,50,95,False,True,False,False,True,False,7.840312983320164
3248,5350.0,16,84,64,13,0,False,False,False,False,False,True,8.585038738311304
4308,6712.0,89,81,101,11,182,False,False,True,False,False,False,8.811801223938751
2473,2433.0,10,98,124,7,10,False,False,True,True,False,False,7.797291273547472
2368,2100.0,52,41,38,9,0,True,False,False,False,False,True,7.650168700845001
4750,4252.0,10,42,152,30,195,False,True,False,False,False,False,8.355379895253634
1738,1158.0,19,80,172,46,0,False,False,False,False,False,True,7.055312843339752
2909,3732.0,78,49,121,66,151,False,False,True,False,False,False,8.224967478914584
3549,2172.0,47,68,101,46,90,False,False,True,False,True,False,7.683863980256429
4216,6354.0,13,85,104,6,198,False,False,True,False,False,False,8.756997183623554
872,1225.0,68,64,58,56,25,False,False,True,True,False,False,7.111512116496157
4164,4386.0,50,77,10,10,316,False,True,False,False,False,False,8.386400901166214
1764,1430.0,14,96,5,51,93,False,False,True,False,True,False,7.266128779556451
4412,8480.0,61,31,176,63,0,False,False,False,False,False,True,9.0455836463617
4202,6849.0,54,91,31,20,406,False,False,True,False,False,False,8.83200393125627
2396,2352.0,54,60,193,35,153,False,True,False,False,False,False,7.763446388727362
2155,1628.0,89,44,49,24,111,False,True,False,False,True,False,7.395721608602045
1082,1286.0,16,61,7,15,24,False,False,True,True,False,False,7.160069207596127
2202,3467.0,13,32,101,19,178,False,True,False,False,False,False,8.151333337900432
4712,6723.0,28,76,130,7,0,False,False,False,False,False,True,8.813438494528507
1212,3408.0,79,77,33,70,0,True,False,False,False,False,True,8.134174272137903
4831,8682.0,74,89,132,69,41,False,False,True,True,False,False,9.069122370060644
3843,6761.0,16,93,186,54,250,False,False,True,False,False,False,8.819073983267831
2826,1073.0,36,39,35,66,0,False,False,False,False,False,True,6.97914527506881
1420,3197.0,50,64,65,42,0,True,False,False,False,False,True,8.0702808933939
4455,4548.0,78,63,197,40,0,False,False,False,False,False,True,8.422662707570003
1856,2822.0,26,79,109,44,20,False,True,False,True,False,False,7.945555428253489
3838,3463.0,37,73,37,66,291,False,False,True,False,False,False,8.150179269682326
4240,7572.0,86,48,14,21,312,False,False,True,False,False,False,8.932344569113823
3856,5648.0,44,63,123,60,353,False,True,False,False,False,False,8.639233817325263
2594,5316.0,89,53,176,6,100,False,False,True,False,True,False,8.57866451350434
2163,4448.0,44,51,131,48,45,False,False,True,True,False,False,8.400434630806041
3347,4388.0,47,37,195,49,0,False,False,False,False,False,True,8.386856689688234
889,1361.0,20,88,73,58,0,True,False,False,False,False,True,7.216709486709457
3699,3642.0,50,32,179,40,311,False,False,True,False,False,False,8.200562797008564
4590,2680.0,85,32,197,68,170,False,False,True,False,False,False,7.893945138235959
2559,3557.0,19,38,57,21,36,False,False,True,True,False,False,8.17695386822578
1751,1173.0,53,89,15,22,111,False,True,False,False,True,False,7.068172000388042
1949,1445.0,13,77,110,37,40,False,False,True,True,False,False,7.27655640271871
2656,1731.0,82,70,144,32,0,True,False,False,False,False,True,7.4570320891223805
3470,5184.0,38,94,110,63,296,False,False,True,False,False,False,8.553525120663627
3209,4650.0,16,85,37,30,0,False,False,False,False,False,True,8.444837529224097
2753,2387.0,58,36,118,69,231,False,False,True,False,False,False,7.778211474512493
3794,2128.0,38,87,36,47,66,False,False,True,False,True,False,7.663407664893479
3946,3594.0,31,78,183,43,36,False,True,False,True,False,False,8.187299270155147
2882,3933.0,48,77,30,25,35,False,False,True,True,False,False,8.277411998949004
3957,5576.0,42,60,181,33,0,False,False,False,False,False,True,8.626406276389554
1681,3506.0,62,99,72,45,0,False,False,False,False,False,True,8.162516250140179
2345,3606.0,38,54,117,35,72,False,False,True,False,True,False,8.19063168090354
2568,2209.0,50,51,28,21,0,True,False,False,False,False,True,7.700747794511798
2069,3675.0,28,93,121,59,0,False,False,False,False,False,True,8.209580483475577
2076,2462.0,29,41,180,24,0,False,False,False,False,False,True,7.809135398120538
1198,2264.0,15,80,177,12,77,False,True,False,False,True,False,7.725330037917135
3211,2097.0,29,66,177,38,0,True,False,False,False,False,True,7.648739788956242
3742,5738.0,37,37,0,41,0,True,False,False,False,False,True,8.655040258108363
4538,3917.0,38,36,109,10,400,False,False,True,False,False,False,8.273336598504486
2277,4032.0,48,48,65,36,138,False,False,True,False,True,False,8.302265794873367
3469,4861.0,32,89,168,2,39,False,False,True,True,False,False,8.48920515487607
4742,7392.0,36,32,47,46,437,False,False,True,False,False,False,8.9082888855571
1199,1375.0,88,71,136,62,38,False,False,True,True,False,False,7.226936018493289
3508,5785.0,32,71,197,50,31,False,False,True,True,False,False,8.66319648553608
565,1000.0,42,61,188,25,0,True,False,False,False,False,True,6.90875477931522
2148,3419.0,30,79,5,57,116,False,True,False,False,True,False,8.13739583005665
1250,1082.0,55,44,68,41,94,False,False,True,False,True,False,6.987490247000991
4003,2796.0,27,48,184,57,92,False,False,True,False,True,False,7.936302693201959
1418,2657.0,27,89,140,58,34,False,False,True,True,False,False,7.885329239273191
2052,2458.0,16,94,74,21,0,True,False,False,False,False,True,7.807510042216193
3238,4760.0,21,56,65,56,271,False,False,True,False,False,False,8.46821300919452
3597,3346.0,70,62,1,6,0,True,False,False,False,False,True,8.115819701211327
4320,2463.0,25,96,40,53,81,False,True,False,False,True,False,7.80954132465341
4515,7632.0,64,85,180,56,258,False,True,False,False,False,False,8.94023623179847
2413,4143.0,30,44,156,46,164,False,False,True,False,False,False,8.329416783939319
4073,5463.0,29,88,81,72,402,False,False,True,False,False,False,8.605936401250625
773,1000.0,22,38,144,43,59,False,True,False,False,True,False,6.90875477931522
634,1000.0,54,53,89,35,59,False,False,True,False,True,False,6.90875477931522
4016,1839.0,17,43,164,37,0,False,False,False,False,False,True,7.517520850603031
2800,3833.0,16,63,126,60,195,False,False,True,False,False,False,8.251663923605589
626,1000.0,80,91,14,12,30,False,False,True,True,False,False,6.90875477931522
2915,5093.0,27,55,66,13,20,False,True,False,True,False,False,8.535818655539403
3497,3166.0,40,57,22,31,0,True,False,False,False,False,True,8.06054004653864
3397,5985.0,80,73,176,23,73,False,False,True,False,True,False,8.697178688412643
3225,3109.0,49,57,104,7,0,False,False,False,False,False,True,8.04237800517328
2472,1000.0,69,33,10,64,0,True,False,False,False,False,True,6.90875477931522
2575,3175.0,49,66,193,58,89,False,False,True,False,True,False,8.063377822367027
825,1196.0,61,30,6,38,0,True,False,False,False,False,True,7.087573705557973
4257,5423.0,16,65,62,20,280,False,False,True,False,False,False,8.598588829620232
2000,2392.0,86,96,64,6,16,False,True,False,True,False,False,7.780303087908373
1837,2585.0,15,98,125,47,56,False,False,True,False,True,False,7.857867559331803
2584,5016.0,43,61,74,52,0,True,False,False,False,False,True,8.520587424484253
1413,1000.0,44,35,150,10,0,False,False,False,False,False,True,6.90875477931522
2868,4880.0,82,37,87,2,184,False,True,False,False,False,False,8.493105395887147
2118,1227.0,16,81,200,70,0,False,False,False,False,False,True,7.113142108707088
4977,8308.0,76,80,72,34,0,True,False,False,False,False,True,9.02509454366498
3909,2085.0,14,64,146,13,243,False,False,True,False,False,False,7.643003635560718
4992,2913.0,81,100,41,12,231,False,False,True,False,False,False,7.97728198675515
4968,3505.0,16,33,75,50,237,False,False,True,False,False,False,8.16223106548118
1161,1000.0,31,30,54,44,0,False,False,False,False,False,True,6.90875477931522
1008,1067.0,71,32,191,42,0,False,False,False,False,False,True,6.97354301952014
1426,1528.0,73,39,134,36,0,False,False,False,False,False,True,7.332369205929062
2988,3839.0,52,70,118,57,0,False,False,False,False,False,True,8.253227645581772
3279,4964.0,64,45,34,18,127,False,False,True,False,True,False,8.510168576479273
3459,2649.0,61,59,175,26,0,False,False,False,False,False,True,7.882314918980268
2214,2014.0,43,88,88,17,0,False,False,False,False,False,True,7.608374474380783
3575,4779.0,40,33,156,48,0,False,False,False,False,False,True,8.472195825485501
2743,4003.0,21,45,186,20,0,False,False,False,False,False,True,8.295049140435111
2387,2415.0,80,45,39,38,0,False,False,False,False,False,True,7.789868559054706
2226,3576.0,78,87,129,43,0,False,False,False,False,False,True,8.182279739259018
3712,2013.0,67,98,192,41,0,True,False,False,False,False,True,7.607878073278507
1214,1138.0,88,57,44,62,64,False,False,True,False,True,False,7.037905963447182
3723,5025.0,34,61,141,37,235,False,False,True,False,False,False,8.522379718103538
2292,2822.0,62,58,86,41,80,False,False,True,False,True,False,7.945555428253489
2049,1000.0,73,41,49,60,32,False,False,True,True,False,False,6.90875477931522
1213,1188.0,30,35,163,38,15,False,False,True,True,False,False,7.080867896690782
551,1000.0,20,61,53,32,0,True,False,False,False,False,True,6.90875477931522
3263,4284.0,50,43,51,37,0,False,False,False,False,False,True,8.36287583103188
3029,2880.0,37,77,130,4,61,False,True,False,False,True,False,7.965892735084528
3753,6190.0,86,50,134,34,270,False,False,True,False,False,False,8.730851903519232
1077,2646.0,28,76,52,29,14,False,False,True,True,False,False,7.881182202227102
3143,2191.0,65,46,179,9,0,True,False,False,False,False,True,7.692569648067906
3986,3112.0,57,59,33,34,297,False,False,True,False,False,False,8.043342170441608
2381,5006.0,10,74,20,45,169,False,False,True,False,False,False,8.518592212329946
3189,2768.0,64,75,9,9,56,False,False,True,False,True,False,7.926241523170962
4411,3826.0,76,50,144,27,0,False,False,False,False,False,True,8.249836485425702
3275,5426.0,59,94,118,12,175,False,True,False,False,False,False,8.599141774063405
1126,1227.0,22,81,10,48,33,False,False,True,True,False,False,7.113142108707088
4056,6377.0,34,49,166,23,119,False,True,False,False,True,False,8.760609847570002
1014,1328.0,65,31,181,38,99,False,True,False,False,True,False,7.192182058713246
1454,2828.0,89,80,0,66,117,False,False,True,False,True,False,7.947678571301568
1095,1947.0,15,56,25,12,37,False,False,True,True,False,False,7.57455848420248
4878,7796.0,70,83,107,71,0,False,False,False,False,False,True,8.9614943233096
1680,2235.0,70,77,81,55,0,True,False,False,False,False,True,7.71244383427499
4493,2336.0,21,43,28,16,0,False,False,False,False,False,True,7.756623334538858
3573,3863.0,39,61,106,5,0,True,False,False,False,False,True,8.259458195332408
4951,6053.0,23,67,188,35,323,False,False,True,False,False,False,8.708474489581665
2621,3549.0,42,35,10,56,186,False,True,False,False,False,False,8.174702882469461
1501,1269.0,85,55,20,71,0,False,False,False,False,False,True,7.146772179452637
924,1000.0,37,84,137,51,32,False,False,True,True,False,False,6.90875477931522
3589,7458.0,13,65,158,68,30,False,True,False,True,False,False,8.917176635955164
972,2041.0,51,75,33,42,29,False,False,True,True,False,False,7.621684998724611
1535,2757.0,43,35,174,20,69,False,False,True,False,True,False,7.922261058353247
919,1000.0,10,71,88,49,15,False,False,True,True,False,False,6.90875477931522
1074,2262.0,29,55,56,18,12,False,False,True,True,False,False,7.724446645633537
2015,3500.0,55,37,123,52,60,False,False,True,False,True,False,8.160803920954665
1123,1000.0,39,44,0,71,88,False,True,False,False,True,False,6.90875477931522
755,1000.0,71,94,89,9,71,False,False,True,False,True,False,6.90875477931522
2460,2861.0,38,54,138,57,0,False,False,False,False,False,True,7.959275960116396
4770,2579.0,38,42,126,30,10,False,False,True,True,False,False,7.855544677915663
3892,1649.0,72,31,197,52,0,False,False,False,False,False,True,7.408530566894626
4545,8280.0,48,46,32,14,43,False,True,False,True,False,False,9.0217190130337
1702,2285.0,75,88,51,66,0,True,False,False,False,False,True,7.734558844354756
869,1665.0,21,71,172,7,50,False,False,True,True,False,False,7.418180822726788
769,1000.0,71,76,153,18,73,False,False,True,False,True,False,6.90875477931522
3125,2559.0,38,69,151,21,0,False,False,False,False,False,True,7.847762537473608
2486,2509.0,18,89,55,14,135,False,False,True,False,True,False,7.828038032125829
2153,1000.0,45,43,140,18,184,False,False,True,False,False,False,6.90875477931522
900,1000.0,75,80,61,20,0,False,False,False,False,False,True,6.90875477931522
2690,3865.0,14,45,135,48,0,False,False,False,False,False,True,8.259975659768276
2453,2971.0,57,71,166,45,107,False,True,False,False,True,False,7.99699040583765
4437,5128.0,67,79,169,18,0,False,False,False,False,False,True,8.542665987389269
3018,5390.0,47,71,18,67,0,True,False,False,False,False,True,8.592486175451668
4685,4299.0,54,97,81,39,0,True,False,False,False,False,True,8.366370301681654
4664,3755.0,78,61,85,15,0,False,False,False,False,False,True,8.231109840328154
4993,3310.0,86,36,126,27,461,False,False,True,False,False,False,8.105005537547246
1859,1766.0,50,92,70,63,91,False,False,True,False,True,False,7.477038472319696
4858,5450.0,52,55,120,24,0,True,False,False,False,False,True,8.603554357064281
3070,2555.0,24,58,27,47,262,False,False,True,False,False,False,7.846198815497425
4991,9200.0,23,67,14,68,236,False,False,True,False,False,False,9.12706745278236
2470,4615.0,65,64,169,5,0,True,False,False,False,False,True,8.437283808187935
2522,1156.0,35,90,145,39,17,False,False,True,True,False,False,7.053585727193677
4671,4811.0,54,84,44,68,0,True,False,False,False,False,True,8.47886807709457
2934,2530.0,56,41,85,45,164,False,False,True,False,False,False,7.836369760545124
692,1000.0,10,33,113,7,63,False,False,True,False,True,False,6.90875477931522
4238,4344.0,19,83,165,9,0,False,False,False,False,False,True,8.376781037699493
1609,1336.0,65,94,161,41,158,False,False,True,False,False,False,7.198183577101943
2757,4284.0,89,57,190,11,233,False,False,True,False,False,False,8.36287583103188
3204,4999.0,22,61,41,39,169,False,False,True,False,False,False,8.517193191416238
4176,3040.0,80,32,54,28,17,False,False,True,True,False,False,8.019941687677365
4725,6679.0,41,63,4,54,53,False,False,True,False,True,False,8.806873266530692
4485,4870.0,50,35,143,25,0,False,False,False,False,False,True,8.491054533806542
1401,2415.0,12,75,113,61,79,False,True,False,False,True,False,7.789868559054706
4542,1880.0,36,37,73,46,164,False,False,True,False,False,False,7.53955882930103
2323,2349.0,71,72,160,5,0,False,False,False,False,False,True,7.762170607138205
2004,2761.0,76,97,73,13,15,False,False,True,True,False,False,7.923710333969238
3194,4058.0,23,73,61,21,80,False,False,True,False,True,False,8.308691916838898
1812,1406.0,28,65,86,64,0,False,False,False,False,False,True,7.249215057114389
4194,6371.0,81,88,46,27,394,False,False,True,False,False,False,8.759668671029939
1958,2477.0,44,58,99,13,83,False,False,True,False,True,False,7.815207062189088
3833,6872.0,18,56,171,26,0,True,False,False,False,False,True,8.835355971121606
1646,1639.0,64,40,43,49,0,True,False,False,False,False,True,7.402451520818244
2493,2985.0,63,77,191,6,34,False,False,True,True,False,False,8.001689978099135
1342,1000.0,40,73,155,12,0,False,False,False,False,False,True,6.90875477931522
956,1635.0,37,40,73,32,49,False,False,True,True,False,False,7.400009517162692
1695,3523.0,52,56,112,37,0,False,False,False,False,False,True,8.16735198705607
1812,3283.0,37,53,67,67,150,False,False,True,False,True,False,8.096817470572319
3636,2925.0,83,80,184,49,0,False,False,False,False,False,True,7.98139158158007
2743,3142.0,55,45,112,27,0,False,False,False,False,False,True,8.052933036797567
1334,2989.0,36,36,185,54,34,False,True,False,True,False,False,8.003028666384733
2989,1821.0,60,66,192,60,0,False,False,False,False,False,True,7.507690077819904
3608,3414.0,87,81,173,17,86,False,False,True,False,True,False,8.13593277200489
4067,7540.0,79,100,107,28,0,False,False,False,False,False,True,8.928110078202646
571,1000.0,47,93,193,19,0,False,False,False,False,False,True,6.90875477931522
3581,5619.0,85,83,183,2,0,False,False,False,False,False,True,8.634086942887738
821,1000.0,87,44,134,7,0,False,False,False,False,False,True,6.90875477931522
3836,4568.0,65,51,69,23,249,False,False,True,False,False,False,8.427049641563272
2874,3735.0,36,96,188,61,122,False,True,False,False,True,False,8.225770799348734
4336,4988.0,21,81,94,46,382,False,False,True,False,False,False,8.514990767861038
2926,4670.0,40,77,28,38,146,False,False,True,False,True,False,8.449128460502108
1795,1000.0,33,39,135,2,0,False,False,False,False,False,True,6.90875477931522
840,1764.0,17,43,152,40,0,False,False,False,False,False,True,7.475905969367397
1537,2318.0,75,98,144,17,110,False,False,True,False,True,False,7.7488913372555315
1918,4061.0,83,65,56,57,127,False,False,True,False,True,False,8.30943074214033
3012,4802.0,80,90,122,56,149,False,False,True,False,True,False,8.476996001664824
2145,3501.0,40,63,10,22,102,False,False,True,False,True,False,8.161089512845797
761,1179.0,42,96,59,7,0,False,False,False,False,False,True,7.07326971745971
2101,4576.0,20,41,105,15,0,True,False,False,False,False,True,8.428799040653642
2659,4853.0,17,82,110,30,243,False,True,False,False,False,False,8.487558386286548
1447,1000.0,22,69,179,65,0,True,False,False,False,False,True,6.90875477931522
1638,2186.0,70,47,105,17,0,False,False,False,False,False,True,7.690286020676768
1550,1208.0,14,69,111,20,143,False,True,False,False,True,False,7.097548850614793
1203,1490.0,79,58,139,72,61,False,True,False,False,True,False,7.307202314764738
3860,1905.0,54,100,155,32,304,False,False,True,False,False,False,7.552762084214147
3804,6626.0,63,45,137,45,0,False,False,False,False,False,True,8.798907492088226
2463,4302.0,21,30,123,65,182,False,False,True,False,False,False,8.3670677328386
5000,5117.0,88,89,150,71,78,False,False,True,False,True,False,8.540519016719735
4222,3494.0,19,35,24,36,0,False,False,False,False,False,True,8.15908865466791
2986,4815.0,29,67,2,10,0,False,False,False,False,False,True,8.479698986988657
1826,1031.0,43,55,9,19,118,False,False,True,False,True,False,6.939253946041508
964,1000.0,65,57,176,64,16,False,True,False,True,False,False,6.90875477931522
516,1000.0,34,70,53,37,36,False,False,True,True,False,False,6.90875477931522
4509,6881.0,64,93,13,44,224,False,True,False,False,False,False,8.836664586357426
4214,5010.0,89,81,18,36,0,False,False,False,False,False,True,8.519390774959724
3064,3591.0,61,31,102,32,258,False,True,False,False,False,False,8.18646442942209
3701,5327.0,31,82,87,26,76,False,True,False,False,True,False,8.580731212220226
4307,2886.0,79,74,104,21,376,False,True,False,False,False,False,7.967973179662935
3063,6218.0,77,38,13,24,0,False,False,False,False,False,True,8.735364401103888
1382,1000.0,76,72,133,29,0,False,False,False,False,False,True,6.90875477931522
2990,4344.0,10,69,86,30,238,False,False,True,False,False,False,8.376781037699493
802,1000.0,17,92,42,63,17,False,False,True,True,False,False,6.90875477931522
4383,3408.0,48,89,70,66,74,False,False,True,False,True,False,8.134174272137903
2651,3272.0,15,30,44,26,0,False,False,False,False,False,True,8.09346227450118
3523,3400.0,41,43,111,45,276,False,True,False,False,False,False,8.131824785007195
738,1077.0,53,67,36,28,67,False,False,True,False,True,False,6.982862751468942
1419,2893.0,53,80,110,41,35,False,True,False,True,False,False,7.970394907191429
3229,1779.0,14,33,80,15,113,False,False,True,False,True,False,7.484368643286131
4129,8029.0,35,100,138,24,100,False,False,True,False,True,False,8.990939806940807
2458,2742.0,40,79,86,3,134,False,True,False,False,True,False,7.916807490937603
4126,5681.0,43,81,82,54,347,False,False,True,False,False,False,8.645058562414134
2403,2340.0,38,80,32,3,0,False,False,False,False,False,True,7.75833346749091
2032,1014.0,43,54,121,14,103,False,False,True,False,True,False,6.922643891475888
4248,2391.0,49,41,109,48,284,False,True,False,False,False,False,7.779885115070522
3081,1000.0,89,35,177,43,0,False,False,False,False,False,True,6.90875477931522
3798,3347.0,78,90,10,52,17,False,False,True,True,False,False,8.116118431609365
1624,2122.0,54,46,189,45,116,False,True,False,False,True,False,7.660585461703256
560,1000.0,28,58,28,1,0,False,False,False,False,False,True,6.90875477931522
1508,1000.0,79,76,70,72,107,False,True,False,False,True,False,6.90875477931522
779,2071.0,83,64,159,17,0,False,False,False,False,False,True,7.636269603379373
510,1000.0,55,92,83,5,0,False,False,False,False,False,True,6.90875477931522
2884,6626.0,66,81,162,35,109,False,False,True,False,True,False,8.798907492088226
3850,3023.0,36,63,175,24,272,False,True,False,False,False,False,8.014335737299424
2113,1433.0,45,88,34,50,159,False,False,True,False,False,False,7.268223021159565
3040,5615.0,69,69,41,11,189,False,False,True,False,False,False,8.633374945705647
781,1055.0,36,71,14,22,41,False,True,False,True,False,False,6.962243464266207
2201,3364.0,30,80,58,38,187,False,False,True,False,False,False,8.121183242078828
1014,2078.0,62,75,187,64,0,False,False,False,False,False,True,7.639642287858013
3557,4391.0,71,73,127,14,270,False,True,False,False,False,False,8.387539983189367
4971,3291.0,69,30,3,26,435,False,False,True,False,False,False,8.09925056179696
1482,1000.0,46,94,126,72,0,False,False,False,False,False,True,6.90875477931522
3005,4851.0,28,63,175,63,0,True,False,False,False,False,True,8.48714627006394
4632,6981.0,77,52,43,34,0,False,False,False,False,False,True,8.851090687664982
4248,3429.0,67,59,186,72,221,False,False,True,False,False,False,8.140315540159985
2915,1799.0,61,45,66,17,196,False,True,False,False,False,False,7.495541943884256
3775,3975.0,83,89,99,47,0,False,False,False,False,False,True,8.288031567776464
1863,2163.0,82,33,105,27,51,False,False,True,False,True,False,7.679713639966372
3300,2718.0,90,79,155,42,0,False,False,False,False,False,True,7.908019444632471
4399,7048.0,52,84,95,72,121,False,False,True,False,True,False,8.860641041773876
2125,3421.0,87,91,110,12,62,False,False,True,False,True,False,8.137980454452139
1185,1287.0,65,85,59,29,39,False,True,False,True,False,False,7.160845906664299
3056,4846.0,57,30,154,24,214,False,False,True,False,False,False,8.486115235845377
2436,2981.0,59,89,130,50,163,False,True,False,False,False,False,8.000349495324684
770,1081.0,84,53,185,39,42,False,True,False,True,False,False,6.9865664594064265
4407,3858.0,15,74,75,12,367,False,False,True,False,False,False,8.258163361537619
2679,1835.0,68,32,31,19,223,False,False,True,False,False,False,7.515344571180436
3603,4213.0,83,72,74,53,122,False,False,True,False,True,False,8.346167594364134
1801,2863.0,66,58,13,17,0,False,False,False,False,False,True,7.959974528080536
566,1171.0,56,88,0,19,0,False,False,False,False,False,True,7.066466970136958
