site_area,water_consumption,recycling_rate,utilisation_rate,air_quality_index,issue_resolution_time,resident_count,electricity_cost,structure_type_Industrial,structure_type_Mixed-use,structure_type_Residential,resident_group_low,resident_group_medium,resident_group_none,water_consumption_log
3249,3084.0,71,44,184,2,0,2833.0,False,False,False,False,False,True,8.034306936339489
2548,1801.0,22,59,182,5,0,2489.0,False,False,False,False,False,True,7.496652438168283
4748,4123.0,68,55,83,22,105,3928.0,False,False,True,False,True,False,8.32457884513685
2976,4800.0,37,98,98,33,190,3836.0,False,False,True,False,False,False,8.476579508530941
4516,3561.0,90,51,190,69,0,4133.0,False,False,False,False,False,True,8.178077463849608
3697,6543.0,15,83,136,28,121,3645.0,False,False,True,False,True,False,8.786303878282583
4053,2762.0,70,87,51,58,130,3263.0,False,True,False,False,True,False,7.924072324923417
4940,3386.0,70,82,36,14,0,5388.0,True,False,False,False,False,True,8.127699852817772
2261,2753.0,54,48,197,50,26,2065.0,False,False,True,True,False,False,7.9208096792886
720,1000.0,21,63,8,41,31,1182.0,False,False,True,True,False,False,6.90875477931522
3388,2625.0,44,43,122,15,0,3027.0,False,False,False,False,False,True,7.873217054862741
2164,1674.0,71,51,143,68,171,2234.0,False,True,False,False,False,False,7.423568444259167
4486,7025.0,14,42,31,43,426,5352.0,False,False,True,False,False,False,8.857372832825773
3477,3763.0,75,93,101,55,34,3454.0,False,False,True,True,False,False,8.23323750070527
2371,3658.0,84,85,111,49,0,2385.0,False,False,False,False,False,True,8.204945165019208
1962,1459.0,77,71,2,18,0,2682.0,True,False,False,False,False,True,7.286191714702382
844,1000.0,74,95,141,25,23,1748.0,False,False,True,True,False,False,6.90875477931522
544,1000.0,89,92,20,12,0,1373.0,False,False,False,False,False,True,6.90875477931522
2568,2760.0,75,71,71,55,0,3431.0,True,False,False,False,False,True,7.923348211930154
2014,3687.0,50,63,115,47,0,2248.0,False,False,False,False,False,True,8.212839584676484
3098,5079.0,36,58,174,67,119,2810.0,False,True,False,False,True,False,8.533066540572527
1501,1269.0,85,55,20,71,0,1411.0,False,False,False,False,False,True,7.146772179452637
1533,3384.0,14,52,41,64,0,2280.0,True,False,False,False,False,True,8.127109185346375
2540,2126.0,14,65,95,60,0,2713.0,False,False,False,False,False,True,7.6624678152002375
773,1000.0,22,38,144,43,59,838.0,False,True,False,False,True,False,6.90875477931522
3147,5574.0,89,71,39,37,0,3202.0,False,False,False,False,False,True,8.62604759632832
2279,2737.0,18,96,57,32,39,1918.0,False,True,False,True,False,False,7.914983005848394
4976,3275.0,57,36,114,52,479,5251.0,False,False,True,False,False,False,8.09437844497296
978,1000.0,41,52,131,53,31,1599.0,False,False,True,True,False,False,6.90875477931522
1015,1145.0,45,61,41,56,92,1311.0,False,True,False,False,True,False,7.044032897274685
4786,7308.0,24,52,86,72,111,3921.0,False,False,True,False,True,False,8.896861744480391
1691,2276.0,18,45,56,2,0,1957.0,False,False,False,False,False,True,7.7306140660637395
3168,4469.0,25,98,35,48,269,4498.0,False,False,True,False,False,False,8.405143687607614
1911,1163.0,15,42,51,16,81,1838.0,False,True,False,False,True,False,7.059617628291383
3780,6071.0,81,39,149,36,310,3822.0,False,False,True,False,False,False,8.711443319075466
771,1234.0,42,88,88,10,37,1626.0,False,True,False,True,False,False,7.118826249062078
642,1671.0,51,31,195,18,0,693.0,False,False,False,False,False,True,7.421775793644647
3832,4721.0,68,81,9,2,191,3918.0,False,False,True,False,False,False,8.459987717645458
1287,2791.0,45,30,151,40,0,1573.0,False,False,False,False,False,True,7.934513463882263
2181,1387.0,43,99,162,42,195,3569.0,False,False,True,False,False,False,7.23561914106675
1122,1000.0,11,83,113,25,94,2100.0,False,False,True,False,True,False,6.90875477931522
4341,3803.0,22,48,77,1,330,4565.0,False,False,True,False,False,False,8.24380842366528
4176,5546.0,52,57,147,16,260,4121.0,False,False,True,False,False,False,8.621012520055235
3072,6006.0,83,34,109,42,0,2986.0,True,False,False,False,False,True,8.700680734850161
3760,4905.0,66,59,51,37,191,3531.0,False,False,True,False,False,False,8.498214224818435
566,1000.0,16,48,13,37,0,1272.0,False,False,False,False,False,True,6.90875477931522
4786,7037.0,68,71,166,71,363,5433.0,False,False,True,False,False,False,8.85907931788153
1640,1767.0,68,54,72,6,0,2089.0,False,False,False,False,False,True,7.477604243197589
2814,4248.0,60,64,161,22,153,2945.0,False,False,True,False,False,False,8.354438940114811
3032,1391.0,12,38,83,46,0,2851.0,False,False,False,False,False,True,7.238496840894365
4080,6016.0,36,68,66,40,215,3131.0,False,True,False,False,False,False,8.702344075220351
1687,2815.0,87,85,111,54,0,2507.0,False,False,False,False,False,True,7.943072717277933
4971,2964.0,63,67,102,46,261,4644.0,False,False,True,False,False,False,7.994632311431825
3839,5365.0,73,44,11,36,0,3375.0,False,False,False,False,False,True,8.58783803098557
1048,1630.0,43,75,41,41,74,2028.0,False,False,True,False,True,False,7.396948602621014
4587,5584.0,32,66,158,67,360,4796.0,False,False,True,False,False,False,8.6278397115033
572,1803.0,57,89,198,23,0,1440.0,False,False,False,False,False,True,7.4977617006225685
698,1000.0,64,91,136,43,0,1206.0,False,False,False,False,False,True,6.90875477931522
3701,5679.0,26,60,125,61,0,3627.0,False,False,False,False,False,True,8.644706511715198
2281,2159.0,88,59,50,17,181,1725.0,False,True,False,False,False,False,7.67786350067821
1071,1873.0,71,95,36,65,52,2037.0,False,False,True,False,True,False,7.535830462798367
1290,1117.0,70,36,149,3,122,1775.0,False,False,True,False,True,False,7.0192966537150445
2138,2468.0,70,59,136,30,164,2603.0,False,False,True,False,False,False,7.81156848934518
2331,3804.0,53,62,115,21,0,2296.0,False,False,False,False,False,True,8.244071270295786
2355,2266.0,80,67,191,16,0,2495.0,False,False,False,False,False,True,7.726212650507529
1674,2337.0,12,48,62,62,90,2288.0,False,False,True,False,True,False,7.757051142032013
4240,8515.0,82,38,84,60,251,2810.0,False,True,False,False,False,False,9.049702026013371
3777,3731.0,76,61,72,9,0,3118.0,False,False,False,False,False,True,8.224699561967235
678,1000.0,17,59,139,66,0,930.0,False,False,False,False,False,True,6.90875477931522
2744,1747.0,35,35,26,26,0,2081.0,False,False,False,False,False,True,7.466227556215481
4586,5865.0,24,90,115,67,0,4569.0,False,False,False,False,False,True,8.676928249537397
1234,1651.0,14,66,46,15,0,1364.0,False,False,False,False,False,True,7.409741954080923
1298,1491.0,22,100,72,12,89,2132.0,False,False,True,False,True,False,7.307872780763706
1287,1000.0,88,49,27,19,10,1289.0,False,False,True,True,False,False,6.90875477931522
3295,2558.0,21,59,34,14,256,3244.0,False,False,True,False,False,False,7.847371836159788
4804,6745.0,72,47,106,15,0,4378.0,False,False,False,False,False,True,8.816705015621595
3584,3029.0,17,92,165,11,39,3236.0,False,True,False,True,False,False,8.016317898503415
3418,2166.0,83,90,95,63,0,3864.0,False,False,False,False,False,True,7.681099001536359
1231,1872.0,43,86,168,43,73,2356.0,False,False,True,False,True,False,7.5352967024440884
1629,2454.0,81,51,66,67,160,2016.0,False,True,False,False,False,False,7.805882040228621
3946,3594.0,31,78,183,43,36,3125.0,False,True,False,True,False,False,8.187299270155147
2105,3615.0,59,47,136,1,110,1875.0,False,True,False,False,True,False,8.193123721512068
4278,3042.0,21,90,130,4,0,4048.0,False,False,False,False,False,True,8.02059914989697
3245,6496.0,31,97,50,25,89,3094.0,False,True,False,False,True,False,8.77909581088053
3670,3494.0,67,36,76,53,97,2959.0,False,False,True,False,True,False,8.15908865466791
3433,6760.0,28,36,176,35,165,3037.0,False,False,True,False,False,False,8.818926087090677
1715,3251.0,14,94,162,25,167,2611.0,False,False,True,False,False,False,8.087025470667701
824,1543.0,25,69,15,3,60,1529.0,False,True,False,False,True,False,7.342131730584722
2350,1567.0,50,53,167,51,139,2645.0,False,False,True,False,True,False,7.357556200910353
1990,2602.0,83,61,68,50,0,2468.0,False,False,False,False,False,True,7.864419904994565
1393,1000.0,28,39,7,13,0,1303.0,False,False,False,False,False,True,6.90875477931522
1890,3863.0,74,38,181,35,80,1826.0,False,False,True,False,True,False,8.259458195332408
3889,6568.0,31,68,160,55,377,3095.0,False,True,False,False,False,False,8.790116892892472
4739,8561.0,26,32,178,18,96,3854.0,False,False,True,False,True,False,9.055089086704891
4979,5966.0,44,98,129,51,358,5959.0,False,False,True,False,False,False,8.693999567522082
2763,3695.0,48,36,165,30,44,2058.0,False,True,False,True,False,False,8.215006432761575
3932,4612.0,82,41,55,40,103,3278.0,False,False,True,False,True,False,8.43663368355782
2871,3315.0,64,52,19,30,0,2672.0,False,False,False,False,False,True,8.106514516255185
3586,3926.0,14,92,51,58,203,3328.0,False,True,False,False,False,False,8.27563105457801
4812,7059.0,82,46,136,65,0,5303.0,True,False,False,False,False,True,8.862200330487287
2015,3638.0,20,93,64,72,188,2118.0,False,True,False,False,False,False,8.19946419761216
3417,5639.0,87,94,65,12,25,3102.0,False,False,True,True,False,False,8.637639344492104
2852,5568.0,49,57,18,8,0,2622.0,False,False,False,False,False,True,8.624970783589669
1667,3665.0,13,87,143,18,17,2230.0,False,False,True,True,False,False,8.20685642839965
610,1000.0,89,47,196,65,37,1070.0,False,False,True,True,False,False,6.90875477931522
4827,5341.0,67,73,95,10,49,3497.0,False,False,True,True,False,False,8.583355393669907
4155,6109.0,74,93,19,37,218,4004.0,False,False,True,False,False,False,8.71768205216564
4293,5753.0,73,66,106,29,194,3349.0,False,True,False,False,False,False,8.657650544111494
2255,1367.0,76,32,51,46,215,2671.0,False,False,True,False,False,False,7.221105098182496
2077,1517.0,43,43,141,44,0,2125.0,False,False,False,False,False,True,7.325148957955575
1796,2577.0,67,36,121,36,0,1978.0,False,False,False,False,False,True,7.8547691834991324
4274,3282.0,76,46,90,18,0,3469.0,False,False,False,False,False,True,8.096512917501594
2720,4442.0,16,99,162,32,0,3828.0,True,False,False,False,False,True,8.399085102935908
1472,2865.0,44,68,184,20,94,2227.0,False,False,True,False,True,False,7.960672608388117
1530,2999.0,38,34,121,34,0,1883.0,False,False,False,False,False,True,8.006367567650246
3093,3364.0,34,81,161,41,0,3378.0,False,False,False,False,False,True,8.121183242078828
4492,6834.0,37,55,186,35,443,5799.0,False,False,True,False,False,False,8.82981174915805
1413,1498.0,78,68,79,57,0,1932.0,False,False,False,False,False,True,7.312553498102598
2681,2079.0,36,74,155,27,169,2382.0,False,True,False,False,False,False,7.640123172695364
3697,6839.0,83,60,170,18,239,4188.0,False,False,True,False,False,False,8.830543010616596
1962,1653.0,85,52,162,21,128,2215.0,False,False,True,False,True,False,7.4109518755836366
2878,3706.0,17,69,142,18,252,3416.0,False,False,True,False,False,False,8.217978203150732
3954,5703.0,47,61,2,27,173,2884.0,False,True,False,False,False,False,8.648922962094131
4053,1988.0,18,33,154,28,390,2714.0,False,True,False,False,False,False,7.5953872788539725
1807,3210.0,52,75,126,15,0,2045.0,False,False,False,False,False,True,8.074337694089515
1689,3170.0,34,71,114,45,0,1883.0,False,False,False,False,False,True,8.061802274538348
1187,1000.0,75,68,3,47,33,1199.0,False,True,False,True,False,False,6.90875477931522
1707,2515.0,26,99,149,36,94,2357.0,False,True,False,False,True,False,7.830425617820331
2394,3052.0,16,85,68,19,137,2355.0,False,True,False,False,True,False,8.023879992734878
2311,2764.0,31,76,104,45,176,2140.0,False,True,False,False,False,False,7.9247959139564355
3683,5468.0,19,67,22,57,0,3434.0,False,False,False,False,False,True,8.606851063346772
4297,2735.0,22,47,140,29,0,3776.0,False,False,False,False,False,True,7.914252278742441
2144,3090.0,51,31,59,16,187,1584.0,False,True,False,False,False,False,8.036249942132116
4468,1921.0,37,83,26,22,0,5027.0,True,False,False,False,False,True,7.561121589530238
3216,3464.0,68,59,118,72,156,3787.0,False,False,True,False,False,False,8.150467911624004
690,2044.0,20,33,49,55,47,1225.0,False,False,True,True,False,False,7.623153068476902
1835,3941.0,18,36,11,12,0,2078.0,True,False,False,False,False,True,8.279443487712665
3606,6109.0,89,86,137,16,291,4158.0,False,False,True,False,False,False,8.71768205216564
878,1000.0,90,59,48,55,79,1011.0,False,True,False,False,True,False,6.90875477931522
4982,9011.0,64,73,106,47,247,4898.0,False,False,True,False,False,False,9.106312301552135
4329,5886.0,14,58,34,27,186,4192.0,False,False,True,False,False,False,8.68050180902826
1115,2229.0,78,65,165,11,35,1397.0,False,False,True,True,False,False,7.709756864454165
2830,2334.0,47,77,181,15,101,2682.0,False,False,True,False,True,False,7.755767170102998
2254,4290.0,75,48,119,53,169,2865.0,False,False,True,False,False,False,8.364275084991524
963,1742.0,73,92,19,33,0,1560.0,False,False,False,False,False,True,7.463363045520021
1466,2834.0,34,31,11,71,46,1414.0,False,True,False,True,False,False,7.949797216161852
4767,9262.0,61,43,2,22,0,4736.0,True,False,False,False,False,True,9.133783249254028
3658,3510.0,47,64,1,65,0,3365.0,False,False,False,False,False,True,8.163656176168432
4124,7017.0,86,50,21,58,0,3662.0,False,False,False,False,False,True,8.85623355614316
1189,1410.0,28,46,34,27,0,1488.0,False,False,False,False,False,True,7.252053951852814
3122,1789.0,34,61,8,12,0,2850.0,False,False,False,False,False,True,7.489970898834801
2712,4057.0,57,52,86,60,0,2483.0,False,False,False,False,False,True,8.30844552038576
882,1391.0,82,35,16,72,15,744.0,False,False,True,True,False,False,7.238496840894365
2756,1362.0,70,58,141,33,168,2869.0,False,False,True,False,False,False,7.217443431696533
4310,2218.0,44,92,159,66,74,3440.0,False,False,True,False,True,False,7.704811922932594
4003,2614.0,60,99,186,9,113,3655.0,False,False,True,False,True,False,7.869019376499023
1912,2352.0,24,33,103,26,146,1534.0,False,True,False,False,True,False,7.763446388727362
2083,1884.0,86,87,185,45,158,2656.0,False,False,True,False,False,False,7.541683099882111
871,1000.0,58,60,35,55,76,1325.0,False,True,False,False,True,False,6.90875477931522
1110,1481.0,39,51,160,52,0,2149.0,True,False,False,False,False,True,7.301147805856032
615,1490.0,30,56,63,9,0,1643.0,True,False,False,False,False,True,7.307202314764738
946,1443.0,50,45,140,7,0,1672.0,True,False,False,False,False,True,7.275172319452771
1891,2620.0,12,35,161,57,179,2588.0,False,False,True,False,False,False,7.8713112033234065
3824,7008.0,82,36,132,57,0,3533.0,False,False,False,False,False,True,8.854950316500325
1840,3438.0,33,43,197,37,183,2650.0,False,False,True,False,False,False,8.142936010432265
3439,3956.0,26,32,160,30,142,2230.0,False,True,False,False,True,False,8.283241441385425
4199,4627.0,17,78,132,51,46,3257.0,False,True,False,True,False,False,8.439880088313567
1573,1580.0,15,65,110,47,86,1679.0,False,True,False,False,True,False,7.365812837209472
4069,2907.0,18,58,199,54,0,3891.0,False,False,False,False,False,True,7.97522083865341
3650,4334.0,24,33,17,23,38,2084.0,False,True,False,True,False,False,8.374476889214643
2105,1918.0,73,69,88,58,101,2473.0,False,False,True,False,True,False,7.5595594960077
2794,4305.0,59,70,17,56,58,2876.0,False,False,True,False,True,False,8.367764677924308
4162,6369.0,20,51,153,31,162,2907.0,False,True,False,False,False,False,8.759354748566208
4982,5591.0,55,33,83,68,0,4198.0,False,False,False,False,False,True,8.629092283913646
1483,2348.0,54,52,19,62,0,1791.0,True,False,False,False,False,True,7.761744984658913
851,1299.0,86,33,102,60,19,1014.0,False,False,True,True,False,False,7.170119543449628
2224,4026.0,68,97,103,37,107,2043.0,False,True,False,False,True,False,8.300776960851454
2451,2818.0,34,47,124,34,0,2312.0,False,False,False,False,False,True,7.9441374911141125
1779,3362.0,21,30,83,1,24,1370.0,False,True,False,True,False,False,8.12058871174027
2407,3437.0,35,61,108,41,167,1965.0,False,True,False,False,False,False,8.142645185942795
1524,1738.0,85,50,3,44,0,2028.0,True,False,False,False,False,True,7.461065514354283
1045,1278.0,46,67,21,35,86,1796.0,False,False,True,False,True,False,7.153833801578843
4674,2553.0,32,55,126,27,0,4769.0,True,False,False,False,False,True,7.845416036592485
2881,6173.0,74,70,84,21,238,3677.0,False,False,True,False,False,False,8.728102205062104
1388,1000.0,54,78,200,72,68,1680.0,False,False,True,False,True,False,6.90875477931522
1605,1769.0,83,70,8,23,0,1847.0,False,False,False,False,False,True,7.478734825567875
3049,2789.0,44,88,186,41,250,2231.0,False,True,False,False,False,False,7.933796874815411
2490,2598.0,57,33,32,50,0,2183.0,False,False,False,False,False,True,7.8628820346414905
4498,6222.0,37,42,104,22,64,3407.0,False,True,False,False,True,False,8.736007384569218
4275,7428.0,10,90,6,40,320,3669.0,False,True,False,False,False,False,8.913146539151807
3312,3522.0,81,80,160,2,151,3105.0,False,False,True,False,False,False,8.167068178341237
1420,3197.0,50,64,65,42,0,2214.0,True,False,False,False,False,True,8.0702808933939
2561,3650.0,32,94,199,30,211,3550.0,False,False,True,False,False,False,8.202756381655638
4987,3618.0,41,78,96,44,376,3651.0,False,True,False,False,False,False,8.193953023563742
4139,3250.0,16,78,186,10,193,4244.0,False,False,True,False,False,False,8.086717920303906
3665,5747.0,84,43,34,63,0,3668.0,False,False,False,False,False,True,8.656607247198915
4935,2736.0,64,66,92,24,0,4090.0,False,False,False,False,False,True,7.914617709040679
3144,4096.0,81,59,159,6,270,3771.0,False,False,True,False,False,False,8.318010277546872
1545,1338.0,52,43,0,45,15,1030.0,False,False,True,True,False,False,7.199678345691172
4056,3878.0,23,56,116,18,255,4210.0,False,False,True,False,False,False,8.263332667439967
3181,5103.0,23,91,94,16,278,4300.0,False,False,True,False,False,False,8.537779825024625
3699,3642.0,50,32,179,40,311,4030.0,False,False,True,False,False,False,8.200562797008564
1438,1389.0,23,99,34,16,0,2223.0,False,False,False,False,False,True,7.237059026124737
941,1210.0,37,68,39,70,32,1161.0,False,True,False,True,False,False,7.099201743553092
3050,2901.0,39,48,171,13,0,2569.0,False,False,False,False,False,True,7.973155433444133
4725,2797.0,88,68,38,68,158,3059.0,False,True,False,False,False,False,7.936660155225426
1096,1000.0,63,39,19,50,0,1328.0,False,False,False,False,False,True,6.90875477931522
2005,3316.0,68,76,96,29,0,2629.0,False,False,False,False,False,True,8.106816038947052
1361,1162.0,21,52,130,58,0,1519.0,False,False,False,False,False,True,7.0587581525186645
3140,4040.0,84,88,52,7,0,3099.0,False,False,False,False,False,True,8.304247465078474
4231,5486.0,48,49,139,5,0,3781.0,False,False,False,False,False,True,8.610136937058975
2051,1440.0,79,74,135,40,81,3000.0,False,False,True,False,True,False,7.273092595999522
3736,5438.0,76,73,191,4,299,2808.0,False,True,False,False,False,False,8.60135049942296
2236,3018.0,24,47,168,7,62,2006.0,False,True,False,False,True,False,8.012680929706839
1949,1445.0,13,77,110,37,40,2097.0,False,False,True,True,False,False,7.27655640271871
764,1210.0,53,30,121,59,75,760.0,False,True,False,False,True,False,7.099201743553092
3159,2166.0,48,61,138,50,151,2908.0,False,False,True,False,False,False,7.681099001536359
3221,5029.0,79,93,25,69,243,4018.0,False,False,True,False,False,False,8.523175263093785
1962,1272.0,46,36,37,29,93,2070.0,False,False,True,False,True,False,7.149131598557407
4752,5459.0,67,100,132,55,109,3584.0,False,True,False,False,True,False,8.605204068738951
1945,3039.0,41,75,31,67,162,2002.0,False,True,False,False,False,False,8.019612794400267
2798,4170.0,37,53,196,30,201,2088.0,False,True,False,False,False,False,8.335911094196945
3425,4135.0,13,98,111,20,78,3288.0,False,False,True,False,True,False,8.327484416188264
2132,3447.0,19,65,142,67,0,2198.0,False,False,False,False,False,True,8.145549631783584
2874,3735.0,36,96,188,61,122,3227.0,False,True,False,False,True,False,8.225770799348734
1012,1790.0,45,79,106,44,29,1688.0,False,False,True,True,False,False,7.490529402060711
715,1456.0,14,88,51,56,0,1512.0,False,False,False,False,False,True,7.284134806195205
3831,7085.0,90,87,112,60,224,4604.0,False,False,True,False,False,False,8.865876285425417
2672,1000.0,59,75,125,41,52,2463.0,False,False,True,False,True,False,6.90875477931522
3653,4763.0,41,99,27,40,0,3930.0,False,False,False,False,False,True,8.46884293047519
2206,1404.0,32,52,146,50,0,2588.0,False,False,False,False,False,True,7.247792581767846
2606,1218.0,86,41,53,10,142,2739.0,False,False,True,False,True,False,7.105786129481271
2067,1923.0,70,57,121,17,102,2005.0,False,False,True,False,True,False,7.562161631225652
2708,4697.0,10,87,80,15,245,3746.0,False,False,True,False,False,False,8.454892165218858
2831,3723.0,40,90,14,53,119,3425.0,False,False,True,False,True,False,8.222553638396958
2653,5053.0,28,84,12,51,169,3128.0,False,False,True,False,False,False,8.52793528794814
1628,1273.0,63,63,22,66,95,2011.0,False,False,True,False,True,False,7.149916836132109
4010,5018.0,43,47,79,26,0,3518.0,False,False,False,False,False,True,8.520985989654934
4823,4928.0,13,64,189,38,0,4520.0,False,False,False,False,False,True,8.502891406705377
4153,4170.0,57,77,24,30,310,3231.0,False,True,False,False,False,False,8.335911094196945
2865,2477.0,57,66,159,55,255,2579.0,False,True,False,False,False,False,7.815207062189088
3421,4484.0,58,70,148,9,80,3085.0,False,False,True,False,True,False,8.408493774492896
1579,1000.0,69,35,128,16,50,1258.0,False,False,True,True,False,False,6.90875477931522
4011,2664.0,53,68,27,24,323,2756.0,False,True,False,False,False,False,7.887959336599945
3241,5509.0,43,33,90,20,196,3036.0,False,False,True,False,False,False,8.61431990214696
3520,5197.0,65,45,115,62,37,2635.0,False,False,True,True,False,False,8.556029215201436
728,1000.0,83,81,139,52,30,1606.0,False,False,True,True,False,False,6.90875477931522
670,1000.0,15,48,19,52,0,810.0,False,False,False,False,False,True,6.90875477931522
794,1536.0,85,46,107,43,0,1037.0,False,False,False,False,False,True,7.337587743538596
4784,7694.0,85,74,82,10,0,5476.0,True,False,False,False,False,True,8.94832604627298
925,1668.0,45,31,50,66,64,1105.0,False,True,False,False,True,False,7.419979923661835
1418,1351.0,44,31,153,71,0,1384.0,False,False,False,False,False,True,7.20934025660291
3753,2790.0,34,84,84,65,316,4394.0,False,False,True,False,False,False,7.934155233536322
998,1000.0,58,33,100,15,45,1441.0,False,False,True,True,False,False,6.90875477931522
3309,2029.0,64,41,170,50,271,3717.0,False,False,True,False,False,False,7.615791072035833
1325,1814.0,50,83,177,41,92,2001.0,False,False,True,False,True,False,7.503840746698951
4279,4357.0,66,89,155,60,316,4951.0,False,False,True,False,False,False,8.379768515504566
2358,3778.0,31,58,153,33,131,2932.0,False,False,True,False,True,False,8.237214703349489
2618,3833.0,53,90,76,52,62,2621.0,False,False,True,False,True,False,8.251663923605589
645,1369.0,38,75,24,38,20,1108.0,False,False,True,True,False,False,7.222566018822171
4077,6268.0,80,78,114,64,0,4894.0,True,False,False,False,False,True,8.743372131273969
692,1000.0,57,47,30,10,0,712.0,False,False,False,False,False,True,6.90875477931522
4388,4878.0,12,53,145,50,0,4575.0,True,False,False,False,False,True,8.492695559815838
551,1000.0,54,46,167,63,26,984.0,False,False,True,True,False,False,6.90875477931522
2910,4350.0,29,85,86,59,0,2705.0,False,False,False,False,False,True,8.37816098272068
2320,3870.0,82,81,66,12,55,2430.0,False,False,True,False,True,False,8.261268150577648
3464,3005.0,45,100,190,58,91,3626.0,False,False,True,False,True,False,8.00836557031292
3021,4500.0,69,49,10,9,183,3485.0,False,False,True,False,False,False,8.412054873292933
2369,2298.0,87,58,154,49,0,3087.0,True,False,False,False,False,True,7.740229524763182
3068,4927.0,27,79,164,61,0,3858.0,True,False,False,False,False,True,8.502688505213357
2367,3242.0,75,44,139,51,86,2222.0,False,False,True,False,True,False,8.084254106307318
3238,6063.0,40,60,155,45,50,3272.0,False,False,True,True,False,False,8.710124927322207
3769,2682.0,18,42,5,67,0,3402.0,False,False,False,False,False,True,7.894690850425624
3699,5168.0,29,85,69,18,316,4789.0,False,False,True,False,False,False,8.550434525196039
3079,4671.0,29,48,171,61,276,3697.0,False,False,True,False,False,False,8.449342524508063
4505,3435.0,56,99,88,50,316,5039.0,False,False,True,False,False,False,8.142063283104147
740,1000.0,10,57,46,14,0,1165.0,False,False,False,False,False,True,6.90875477931522
3940,6872.0,23,51,35,10,36,3202.0,False,False,True,True,False,False,8.835355971121606
1907,1250.0,10,57,81,6,58,1833.0,False,False,True,False,True,False,7.1316985104669115
4002,2538.0,78,62,43,3,281,4223.0,False,False,True,False,False,False,7.839525581704678
4538,8431.0,19,74,196,2,0,4421.0,False,False,False,False,False,True,9.039789270781144
582,1481.0,82,77,150,1,0,1447.0,True,False,False,False,False,True,7.301147805856032
4268,3375.0,58,92,150,52,315,4918.0,False,False,True,False,False,False,8.124446855715847
1450,1805.0,23,55,86,13,23,1632.0,False,True,False,True,False,False,7.498869733976931
1110,1000.0,69,30,34,32,88,918.0,False,True,False,False,True,False,6.90875477931522
4105,6644.0,51,91,92,25,0,4960.0,True,False,False,False,False,True,8.801619971147346
3783,5645.0,68,32,196,38,219,2884.0,False,True,False,False,False,False,8.638702608813434
2673,5515.0,34,34,60,5,0,2571.0,False,False,False,False,False,True,8.615408238913192
3984,3585.0,45,74,165,18,213,2708.0,False,True,False,False,False,False,8.184792654165078
2022,2689.0,44,41,179,10,35,1738.0,False,False,True,True,False,False,7.897296472595885
3101,2279.0,20,77,1,53,0,3195.0,False,False,False,False,False,True,7.731930721948486
3157,1829.0,19,43,146,34,0,3431.0,True,False,False,False,False,True,7.512071245835466
2659,4853.0,17,82,110,30,243,2592.0,False,True,False,False,False,False,8.487558386286548
2949,2688.0,32,74,190,32,0,3698.0,True,False,False,False,False,True,7.896924656268864
4330,6445.0,15,61,194,11,49,3159.0,False,True,False,True,False,False,8.771215062375383
621,1141.0,87,59,96,30,27,981.0,False,True,False,True,False,False,7.040536390215956
4868,5558.0,73,41,22,1,419,3221.0,False,True,False,False,False,False,8.62317351495347
1817,1038.0,82,73,25,6,119,1496.0,False,True,False,False,True,False,6.946013991099227
4993,6925.0,55,54,29,56,0,4438.0,False,False,False,False,False,True,8.843037724962366
3018,5390.0,47,71,18,67,0,3894.0,True,False,False,False,False,True,8.592486175451668
1730,2250.0,34,50,166,58,155,1535.0,False,True,False,False,False,False,7.719129840906732
1633,1895.0,11,90,89,19,10,1975.0,False,True,False,True,False,False,7.547501682814967
1801,2419.0,33,95,105,61,0,2543.0,False,False,False,False,False,True,7.791522819150732
4534,2933.0,76,50,27,62,25,2686.0,False,False,True,True,False,False,7.984121958702927
2410,3937.0,80,55,126,71,110,2634.0,False,False,True,False,True,False,8.278428259199071
2005,2103.0,70,61,200,35,0,3008.0,True,False,False,False,False,True,7.651595573857601
3685,5640.0,18,46,60,43,0,3719.0,False,False,False,False,False,True,8.637816633739977
2416,3262.0,54,33,175,5,158,2671.0,False,False,True,False,False,False,8.09040229659332
4048,5716.0,25,68,94,46,128,3998.0,False,False,True,False,True,False,8.651199471263972
3257,4192.0,23,44,95,35,220,2342.0,False,True,False,False,False,False,8.341171747170762
2456,4482.0,35,62,140,36,230,2293.0,False,True,False,False,False,False,8.40804774415544
678,1000.0,55,90,85,4,39,1317.0,False,True,False,True,False,False,6.90875477931522
1396,1678.0,67,43,122,61,0,1741.0,False,False,False,False,False,True,7.425953657077541
2051,4711.0,83,76,138,2,140,3080.0,False,False,True,False,True,False,8.457867725331422
991,1400.0,39,31,96,35,17,1240.0,False,False,True,True,False,False,7.244941546337007
560,1000.0,65,95,167,46,44,1542.0,False,False,True,True,False,False,6.90875477931522
1577,2952.0,41,77,107,4,27,2043.0,False,True,False,True,False,False,7.990576881743923
3395,4923.0,87,93,178,60,99,3540.0,False,False,True,False,True,False,8.501876487304344
4660,2965.0,32,95,69,48,0,4589.0,False,False,False,False,False,True,7.994969522697877
4183,3694.0,26,77,157,4,0,3896.0,False,False,False,False,False,True,8.214735833382303
1085,1000.0,33,47,126,70,0,1597.0,False,False,False,False,False,True,6.90875477931522
4460,3036.0,56,80,157,51,0,5124.0,True,False,False,False,False,True,8.01862546504575
4270,5005.0,20,33,181,17,34,3216.0,False,False,True,True,False,False,8.518392471991719
